student_code,student_name,student_email,english_level,faculty,GPA
1810722,Chi Mai,a@hcmut.edu.vn,2,MT,3.59
1810723,Hải Phạm,a@hcmut.edu.vn,3,MT,3.85
1810724,Quý ông Anh Phạm,a@hcmut.edu.vn,0,MT,2.72
1810725,Quý ông Khoa Bùi,a@hcmut.edu.vn,3,MT,2.21
1810726,Khoa Dương,a@hcmut.edu.vn,1,MT,1.04
1810727,Phương Hoàng Trần,a@hcmut.edu.vn,2,MT,0.42
1810728,Hải Hoàng,a@hcmut.edu.vn,2,MT,1.14
1810729,Hoàng Vũ,a@hcmut.edu.vn,4,MT,1.45
1810730,Nam Phú Hoàng,a@hcmut.edu.vn,4,MT,1.54
1810731,Bảo Đặng,a@hcmut.edu.vn,0,MT,2.34
1810732,Chị Mai Vũ,a@hcmut.edu.vn,2,MT,2.68
1810733,Xuân Vũ,a@hcmut.edu.vn,1,MT,0.83
1810734,Phương Bùi,a@hcmut.edu.vn,1,MT,1.73
1810735,Hà Hoàng,a@hcmut.edu.vn,2,MT,2.64
1810736,Duyên Mai,a@hcmut.edu.vn,3,MT,0.77
1810737,Chị Khoa Đặng,a@hcmut.edu.vn,3,MT,1.82
1810738,Quý cô Ngọc Dương,a@hcmut.edu.vn,3,MT,1.81
1810739,Lâm Tấn Mai,a@hcmut.edu.vn,2,MT,2.03
1810740,Bảo Văn Mai,a@hcmut.edu.vn,3,MT,2.69
1810741,Nam Dương,a@hcmut.edu.vn,1,MT,1.7
1810742,Dũng Hoàng,a@hcmut.edu.vn,2,MT,1.51
1810743,Nhiên Hoàng,a@hcmut.edu.vn,0,MT,2.47
1810744,Vũ Mai Bảo Nguyễn,a@hcmut.edu.vn,0,MT,1.99
1810745,Trọng Bùi,a@hcmut.edu.vn,4,MT,0.94
1810746,Chị Hà Phạm,a@hcmut.edu.vn,2,MT,2.19
1810747,Mai Dương,a@hcmut.edu.vn,0,MT,3.09
1810748,Cô Hạnh Lê,a@hcmut.edu.vn,3,MT,0.93
1810749,Khoa Trần,a@hcmut.edu.vn,4,MT,1.76
1810750,Bà Ngọc Lê,a@hcmut.edu.vn,4,MT,2.5
1810751,Hạnh Thị Mai,a@hcmut.edu.vn,1,MT,1.25
1810752,Chị An Đặng,a@hcmut.edu.vn,0,MT,2.72
1810753,Bà Hạnh Dương,a@hcmut.edu.vn,0,MT,0.44
1810754,Chi Nguyễn,a@hcmut.edu.vn,1,MT,2.19
1810755,Chị Ánh Lê,a@hcmut.edu.vn,0,MT,3.2
1810756,Thảo Bùi,a@hcmut.edu.vn,0,MT,3.32
1810757,An Trí Đặng,a@hcmut.edu.vn,3,MT,3.12
1810758,Chị Dương Vũ,a@hcmut.edu.vn,0,MT,1.82
1810759,Nhật Trần,a@hcmut.edu.vn,4,MT,2.89
1810760,Nhật Mai Bảo Nguyễn,a@hcmut.edu.vn,3,MT,0.84
1810761,Lâm Phạm,a@hcmut.edu.vn,1,MT,3.16
1810762,Bà Hà Trần,a@hcmut.edu.vn,0,MT,0.98
1810763,Chị Phương Mai,a@hcmut.edu.vn,4,MT,1.3
1810764,Chị Duyên Lê,a@hcmut.edu.vn,1,MT,1.69
1810765,Anh Nhiên Lê,a@hcmut.edu.vn,2,MT,0.04
1810766,Hoàng Văn Lê,a@hcmut.edu.vn,3,MT,0.37
1810767,Thảo Mai,a@hcmut.edu.vn,4,MT,2.03
1810768,Bà Thành Mai,a@hcmut.edu.vn,4,MT,0.21
1810769,Chị Hạnh Mai,a@hcmut.edu.vn,3,MT,1.15
1810770,Chị Lâm Bùi,a@hcmut.edu.vn,3,MT,3.55
1810771,Yến Dương,a@hcmut.edu.vn,0,MT,1.38
1810772,Thành Lê,a@hcmut.edu.vn,0,MT,1.39
1810773,Thành Vũ,a@hcmut.edu.vn,1,MT,2.66
1810774,Hương Lê,a@hcmut.edu.vn,2,MT,2.56
1810775,Quý cô Linh Hoàng,a@hcmut.edu.vn,3,MT,0.16
1810776,Chị Linh Mai,a@hcmut.edu.vn,0,MT,2.64
1810777,Cô Phương Vũ,a@hcmut.edu.vn,2,MT,2.86
1810778,Bà Ánh Dương,a@hcmut.edu.vn,3,MT,0.61
1810779,Anh Quang Mai,a@hcmut.edu.vn,4,MT,0.09
1810780,Bảo Lê,a@hcmut.edu.vn,2,MT,0.75
1810781,Bác Nam Trần,a@hcmut.edu.vn,0,MT,2.9
1810782,Trung Nguyễn,a@hcmut.edu.vn,1,MT,2.9
1810783,Lan Nguyễn,a@hcmut.edu.vn,0,MT,0.57
1810784,Ông Vũ Đặng,a@hcmut.edu.vn,0,MT,3.97
1810785,Vân Phạm,a@hcmut.edu.vn,1,MT,2.37
1810786,Cô Xuân Bùi,a@hcmut.edu.vn,1,MT,3.12
1810787,Khoa Thị Nguyễn,a@hcmut.edu.vn,0,MT,2.32
1810788,Chị Kim Phạm,a@hcmut.edu.vn,1,MT,2.65
1810789,Nhật Nguyễn,a@hcmut.edu.vn,1,MT,2.48
1810790,Xuân Bùi,a@hcmut.edu.vn,0,MT,1.79
1810791,Khoa Hoàng Vũ,a@hcmut.edu.vn,4,MT,3.35
1810792,Nhật Phú Bùi,a@hcmut.edu.vn,4,MT,3.3
1810793,Nhật Dương,a@hcmut.edu.vn,2,MT,1.38
1810794,Chị Thảo Mai,a@hcmut.edu.vn,3,MT,2.31
1810795,Nhật Thế Bùi,a@hcmut.edu.vn,4,MT,2.69
1810796,Trọng Dương,a@hcmut.edu.vn,1,MT,3.68
1810797,Kim Bùi,a@hcmut.edu.vn,0,MT,2.12
1810798,Hà Phú Trần,a@hcmut.edu.vn,4,MT,3.43
1810799,Phương Nguyễn,a@hcmut.edu.vn,0,MT,1.54
1810800,Quý cô Hạnh Bùi,a@hcmut.edu.vn,1,MT,1.02
1810801,Quý cô Khoa Mai,a@hcmut.edu.vn,3,MT,2.01
1810802,Tú Văn Dương,a@hcmut.edu.vn,1,MT,0.68
1810803,Cô Hà Trần,a@hcmut.edu.vn,3,MT,3.73
1810804,Kim Lê,a@hcmut.edu.vn,3,MT,0.07
1810805,Trọng Hữu Phạm,a@hcmut.edu.vn,2,MT,1.6
1810806,Cô Duyên Mai,a@hcmut.edu.vn,3,MT,2.1
1810807,Chị Duyên Vũ,a@hcmut.edu.vn,4,MT,0.89
1810808,Anh Tú Nguyễn,a@hcmut.edu.vn,3,MT,3.9
1810809,Chị Hải Dương,a@hcmut.edu.vn,0,MT,1.09
1810810,Nhật Hoàng,a@hcmut.edu.vn,0,MT,1.81
1810811,Khoa Bùi,a@hcmut.edu.vn,0,MT,3.22
1810812,Phương Đặng,a@hcmut.edu.vn,1,MT,0.03
1810813,Kim Lê,a@hcmut.edu.vn,4,MT,0.46
1810814,Xuân Hoàng,a@hcmut.edu.vn,1,MT,3.08
1810815,Kim Trí Nguyễn,a@hcmut.edu.vn,0,MT,0.97
1810816,Hồng Phạm,a@hcmut.edu.vn,2,MT,0.28
1810817,Khoa Bùi,a@hcmut.edu.vn,1,MT,1.5
1810818,Dũng Vũ,a@hcmut.edu.vn,0,MT,1.11
1810819,Hà Hoàng Bùi,a@hcmut.edu.vn,2,MT,2.28
1810820,Dũng Lê,a@hcmut.edu.vn,1,MT,0.14
1810821,Thành Hoàng Nguyễn,a@hcmut.edu.vn,3,MT,0.14
1810822,Minh Phú Hoàng,a@hcmut.edu.vn,0,MT,3.54
1810823,Chị Xuân Trần,a@hcmut.edu.vn,0,MT,2.28
1810824,Vi Nguyễn,a@hcmut.edu.vn,4,MT,2.89
1810825,Anh Tùng Hoàng,a@hcmut.edu.vn,2,MT,0.47
1810826,Hạnh Thế Dương,a@hcmut.edu.vn,2,MT,0.74
1810827,Trọng Hoàng,a@hcmut.edu.vn,1,MT,1.7
1810828,Ngọc Hoàng,a@hcmut.edu.vn,2,MT,0.66
1810829,Anh Tú Vũ,a@hcmut.edu.vn,3,MT,2.08
1810830,Quý cô Hà Vũ,a@hcmut.edu.vn,0,MT,3.95
1810831,Khoa Bùi,a@hcmut.edu.vn,0,MT,0.42
1810832,Hồng Dương,a@hcmut.edu.vn,3,MT,0.29
1810833,Quý cô Thành Nguyễn,a@hcmut.edu.vn,2,MT,0.83
1810834,Bảo Phú Mai,a@hcmut.edu.vn,1,MT,3.81
1810835,Chị Vân Dương,a@hcmut.edu.vn,4,MT,2.34
1810836,Bảo Bùi,a@hcmut.edu.vn,3,MT,1.56
1810837,Bà Lâm Bùi,a@hcmut.edu.vn,2,MT,0.62
1810838,Yến Bùi,a@hcmut.edu.vn,0,MT,0.27
1810839,Bà Nhật Bùi,a@hcmut.edu.vn,2,MT,1.1
1810840,Cô Thảo Đặng,a@hcmut.edu.vn,4,MT,3.17
1810841,Anh Dũng Hoàng,a@hcmut.edu.vn,3,MT,3.86
1810842,Nam Bảo Trần,a@hcmut.edu.vn,0,MT,0.02
1810843,Quý ông Nhiên Đặng,a@hcmut.edu.vn,2,MT,0.67
1810844,Bà An Nguyễn,a@hcmut.edu.vn,1,MT,1.82
1810845,Bảo Mai,a@hcmut.edu.vn,0,MT,3.6
1810846,Cô Nhật Đặng,a@hcmut.edu.vn,4,MT,0.88
1810847,Trọng Bảo Dương,a@hcmut.edu.vn,0,MT,3.99
1810848,Tùng Trí Bùi,a@hcmut.edu.vn,1,MT,3.99
1810849,Cô Kim Đặng,a@hcmut.edu.vn,0,MT,1.81
1810850,An Hoàng Vũ,a@hcmut.edu.vn,2,MT,0.37
1810851,Kim Hoàng Lê,a@hcmut.edu.vn,4,MT,2.29
1810852,Bà Lâm Vũ,a@hcmut.edu.vn,0,MT,3.14
1810853,Chị Nhật Dương,a@hcmut.edu.vn,1,MT,1.16
1810854,Bà Nhật Đặng,a@hcmut.edu.vn,1,MT,1.49
1810855,Quý cô Vân Vũ,a@hcmut.edu.vn,3,MT,3.38
1810856,Bảo Quang Phạm,a@hcmut.edu.vn,0,MT,3.39
1810857,Nhiên Vũ,a@hcmut.edu.vn,4,MT,0.93
1810858,Thành Trần,a@hcmut.edu.vn,4,MT,0.12
1810859,Linh Bùi,a@hcmut.edu.vn,0,MT,0.46
1810860,Quý ông Phúc Đặng,a@hcmut.edu.vn,4,MT,2.85
1810861,Phương Phạm,a@hcmut.edu.vn,1,MT,2.3
1810862,Hải Mai,a@hcmut.edu.vn,4,MT,2.34
1810863,Huy Đặng,a@hcmut.edu.vn,0,MT,1.46
1810864,Kim Trần,a@hcmut.edu.vn,3,MT,3.77
1810865,Huy Nguyễn,a@hcmut.edu.vn,1,MT,1.64
1810866,Quý cô Kim Đặng,a@hcmut.edu.vn,0,MT,1.7
1810867,Linh Mai,a@hcmut.edu.vn,0,MT,0.39
1810868,Chị Lâm Dương,a@hcmut.edu.vn,4,MT,0.31
1810869,Bà Bảo Bùi,a@hcmut.edu.vn,0,MT,0.44
1810870,Bảo Đặng,a@hcmut.edu.vn,4,MT,1.0
1810871,Cô Vi Lê,a@hcmut.edu.vn,0,MT,3.13
1810872,Phương Quang Lê,a@hcmut.edu.vn,1,MT,3.96
1810873,Quý ông Nhiên Trần,a@hcmut.edu.vn,2,MT,3.31
1810874,Thành Phạm,a@hcmut.edu.vn,1,MT,1.3
1810875,Lâm Tấn Đặng,a@hcmut.edu.vn,1,MT,3.67
1810876,Trọng Tấn Bùi,a@hcmut.edu.vn,3,MT,1.04
1810877,Hoàng Đặng,a@hcmut.edu.vn,4,MT,0.66
1810878,Chị Ngọc Trần,a@hcmut.edu.vn,0,MT,1.76
1810879,Thành Phạm,a@hcmut.edu.vn,0,MT,3.7
1810880,Trọng Quang Hoàng,a@hcmut.edu.vn,0,MT,1.5
1810881,Khoa Dương,a@hcmut.edu.vn,1,MT,2.96
1810882,Bác Tú Trần,a@hcmut.edu.vn,4,MT,3.81
1810883,Khoa Đặng,a@hcmut.edu.vn,4,MT,0.93
1810884,Chị Hà Dương,a@hcmut.edu.vn,1,MT,0.15
1810885,Cô An Đặng,a@hcmut.edu.vn,0,MT,2.83
1810886,Hải Mai Bảo Dương,a@hcmut.edu.vn,4,MT,1.22
1810887,Hải Vũ,a@hcmut.edu.vn,2,MT,1.28
1810888,Tùng Hữu Bùi,a@hcmut.edu.vn,2,MT,0.15
1810889,Hồng Mai,a@hcmut.edu.vn,4,MT,1.88
1810890,Quý ông Anh Bùi,a@hcmut.edu.vn,3,MT,2.9
1810891,Quý ông Minh Vũ,a@hcmut.edu.vn,0,MT,2.68
1810892,Quý ông Huy Lê,a@hcmut.edu.vn,1,MT,0.96
1810893,Bà Vân Mai,a@hcmut.edu.vn,1,MT,3.5
1810894,Ông Châu Nguyễn,a@hcmut.edu.vn,1,MT,3.73
1810895,Hải Phạm,a@hcmut.edu.vn,1,MT,3.6
1810896,Ông Nhiên Dương,a@hcmut.edu.vn,2,MT,3.28
1810897,Duyên Mai,a@hcmut.edu.vn,3,MT,1.47
1810898,Bảo Bảo Phạm,a@hcmut.edu.vn,3,MT,2.54
1810899,Hải Bảo Lê,a@hcmut.edu.vn,2,MT,1.44
1810900,Bà Nhật Vũ,a@hcmut.edu.vn,1,MT,3.65
1810901,Quý ông Anh Trần,a@hcmut.edu.vn,1,MT,0.46
1810902,Hải Vũ,a@hcmut.edu.vn,3,MT,3.8
1810903,Bà Phương Vũ,a@hcmut.edu.vn,3,MT,1.84
1810904,Chị Kim Hoàng,a@hcmut.edu.vn,4,MT,1.63
1810905,Hà Phạm,a@hcmut.edu.vn,4,MT,0.89
1810906,Chị Hồng Vũ,a@hcmut.edu.vn,1,MT,3.12
1810907,Khoa Đức Vũ,a@hcmut.edu.vn,2,MT,0.78
1810908,Quang Trần,a@hcmut.edu.vn,4,MT,0.52
1810909,Tùng Hoàng,a@hcmut.edu.vn,3,MT,0.85
1810910,Bảo Hoàng,a@hcmut.edu.vn,0,MT,0.4
1810911,Nhật Tấn Vũ,a@hcmut.edu.vn,4,MT,1.43
1810912,Hưng Văn Trần,a@hcmut.edu.vn,3,MT,0.6
1810913,Bác Trọng Mai,a@hcmut.edu.vn,3,MT,1.09
1810914,Vũ Lê,a@hcmut.edu.vn,3,MT,1.94
1810915,Phúc Nguyễn,a@hcmut.edu.vn,3,MT,0.42
1810916,Cô Nhật Bùi,a@hcmut.edu.vn,2,MT,0.76
1810917,Khoa Trần,a@hcmut.edu.vn,4,MT,3.93
1810918,Anh Tú Phạm,a@hcmut.edu.vn,4,MT,0.93
1810919,Xuân Đặng,a@hcmut.edu.vn,4,MT,0.98
1810920,Khoa Hoàng Lê,a@hcmut.edu.vn,1,MT,1.51
1810921,An Nguyễn,a@hcmut.edu.vn,1,MT,0.29
1810922,Quý cô Hạnh Trần,a@hcmut.edu.vn,0,MT,1.32
1810923,Quý cô Khoa Đặng,a@hcmut.edu.vn,2,MT,1.45
1810924,Cô Hạnh Bùi,a@hcmut.edu.vn,0,MT,0.16
1810925,Bảo Thế Dương,a@hcmut.edu.vn,3,MT,2.72
1810926,Quý ông Quang Trần,a@hcmut.edu.vn,0,MT,0.64
1810927,Châu Xuân Lê,a@hcmut.edu.vn,0,MT,2.73
1810928,Bảo Phạm,a@hcmut.edu.vn,3,MT,2.8
1810929,Cô Nhật Hoàng,a@hcmut.edu.vn,0,MT,2.01
1810930,Anh Hoàng,a@hcmut.edu.vn,1,MT,2.86
1810931,Quang Hoàng,a@hcmut.edu.vn,0,MT,2.31
1810932,Nhật Mai Bảo Phạm,a@hcmut.edu.vn,1,MT,1.03
1810933,Tú Tấn Dương,a@hcmut.edu.vn,2,MT,3.38
1810934,Lan Phạm,a@hcmut.edu.vn,2,MT,3.37
1810935,Khoa Dương,a@hcmut.edu.vn,0,MT,2.46
1810936,Châu Hoàng,a@hcmut.edu.vn,4,MT,1.42
1810937,Cô Hương Trần,a@hcmut.edu.vn,4,MT,0.39
1810938,Lâm Bùi,a@hcmut.edu.vn,1,MT,3.67
1810939,Châu Bảo Trần,a@hcmut.edu.vn,4,MT,3.49
1810940,Cô Hồng Lê,a@hcmut.edu.vn,4,MT,0.33
1810941,Nhật Nguyễn,a@hcmut.edu.vn,3,MT,1.73
1810942,Hải Hữu Vũ,a@hcmut.edu.vn,3,MT,2.01
1810943,Vi Phạm,a@hcmut.edu.vn,4,MT,1.18
1810944,Quý ông Thành Vũ,a@hcmut.edu.vn,4,MT,2.63
1810945,Bác Minh Nguyễn,a@hcmut.edu.vn,2,MT,0.51
1810946,Quý cô An Phạm,a@hcmut.edu.vn,2,MT,2.55
1810947,Cô Thảo Phạm,a@hcmut.edu.vn,1,MT,2.45
1810948,Bảo Mai,a@hcmut.edu.vn,1,MT,3.2
1810949,Nhật Nguyễn,a@hcmut.edu.vn,1,MT,0.28
1810950,Hạnh Lê,a@hcmut.edu.vn,1,MT,1.41
1810951,Bà Linh Trần,a@hcmut.edu.vn,3,MT,0.37
1810952,Quang Tấn Vũ,a@hcmut.edu.vn,1,MT,1.51
1810953,Hương Vũ,a@hcmut.edu.vn,4,MT,3.27
1810954,Hà Đức Mai,a@hcmut.edu.vn,2,MT,0.1
1810955,Chị Hà Đặng,a@hcmut.edu.vn,2,MT,0.5
1810956,Cô Yến Phạm,a@hcmut.edu.vn,2,MT,1.44
1810957,Trung Mai,a@hcmut.edu.vn,2,MT,0.98
1810958,Quý cô Hạnh Hoàng,a@hcmut.edu.vn,1,MT,2.66
1810959,Thành Thị Nguyễn,a@hcmut.edu.vn,3,MT,2.97
1810960,Hương Vũ,a@hcmut.edu.vn,0,MT,0.94
1810961,Bảo Mai,a@hcmut.edu.vn,4,MT,0.45
1810962,Quý cô Hải Phạm,a@hcmut.edu.vn,1,MT,1.15
1810963,Hạnh Lê,a@hcmut.edu.vn,0,MT,0.92
1810964,Bà Nhật Lê,a@hcmut.edu.vn,0,MT,1.17
1810965,Hưng Hữu Nguyễn,a@hcmut.edu.vn,3,MT,3.93
1810966,Phương Xuân Trần,a@hcmut.edu.vn,2,MT,0.58
1810967,Nhiên Bùi,a@hcmut.edu.vn,1,MT,3.39
1810968,Vi Mai,a@hcmut.edu.vn,4,MT,0.81
1810969,Bảo Dương,a@hcmut.edu.vn,1,MT,2.98
1810970,Cô Hương Lê,a@hcmut.edu.vn,3,MT,2.27
1810971,Chi Trần,a@hcmut.edu.vn,2,MT,0.67
1810972,Khoa Đặng,a@hcmut.edu.vn,4,MT,0.43
1810973,Quý cô Bảo Bùi,a@hcmut.edu.vn,2,MT,0.04
1810974,Bà Ngọc Trần,a@hcmut.edu.vn,0,MT,2.52
1810975,Yến Hoàng,a@hcmut.edu.vn,3,MT,3.62
1810976,Anh Châu Đặng,a@hcmut.edu.vn,1,MT,3.29
1810977,Bà An Vũ,a@hcmut.edu.vn,4,MT,2.54
1810978,Quý cô Vi Bùi,a@hcmut.edu.vn,2,MT,2.46
1810979,Quang Mai,a@hcmut.edu.vn,2,MT,0.91
1810980,Phúc Tấn Nguyễn,a@hcmut.edu.vn,3,MT,2.83
1810981,Hà Trí Nguyễn,a@hcmut.edu.vn,2,MT,1.91
1810982,Kim Đặng,a@hcmut.edu.vn,4,MT,3.59
1810983,Anh Tùng Trần,a@hcmut.edu.vn,3,MT,1.78
1810984,Hạnh Nguyễn,a@hcmut.edu.vn,2,MT,0.01
1810985,Khoa Hữu Nguyễn,a@hcmut.edu.vn,4,MT,2.35
1810986,Châu Trí Lê,a@hcmut.edu.vn,2,MT,2.66
1810987,Anh Quang Bùi,a@hcmut.edu.vn,0,MT,0.22
1810988,Anh Minh Dương,a@hcmut.edu.vn,4,MT,3.97
1810989,Bảo Lê,a@hcmut.edu.vn,1,MT,1.86
1810990,Nhật Lê,a@hcmut.edu.vn,2,MT,2.15
1810991,Quý ông Trung Mai,a@hcmut.edu.vn,1,MT,0.18
1810992,Thành Lê,a@hcmut.edu.vn,2,MT,1.0
1810993,Bà Duyên Phạm,a@hcmut.edu.vn,2,MT,1.68
1810994,Thành Mai,a@hcmut.edu.vn,3,MT,1.19
1810995,Bảo Thế Hoàng,a@hcmut.edu.vn,3,MT,3.89
1810996,Chi Đặng,a@hcmut.edu.vn,4,MT,1.77
1810997,Bà An Nguyễn,a@hcmut.edu.vn,3,MT,0.01
1810998,Châu Lê,a@hcmut.edu.vn,4,MT,3.98
1810999,Hà Mai Bảo Vũ,a@hcmut.edu.vn,1,MT,2.51
1811000,Anh Châu Hoàng,a@hcmut.edu.vn,2,MT,3.51
2210001,Phúc Văn Trần,a@hcmut.edu.vn,3,MT,2.23
2210002,Huy Đức Đặng,a@hcmut.edu.vn,0,MT,3.14
2210003,Vi Trần,a@hcmut.edu.vn,2,MT,3.21
2210004,Bác Khoa Đặng,a@hcmut.edu.vn,3,MT,2.63
2210005,Cô Kim Mai,a@hcmut.edu.vn,0,MT,0.56
2210006,Hồng Dương,a@hcmut.edu.vn,1,MT,1.79
2210007,Vi Đặng,a@hcmut.edu.vn,0,MT,0.32
2210008,Khoa Dương,a@hcmut.edu.vn,3,MT,0.8
2210009,Xuân Hoàng,a@hcmut.edu.vn,1,MT,2.48
2210010,Nhật Trần,a@hcmut.edu.vn,0,MT,2.82
2210011,Thành Mai,a@hcmut.edu.vn,1,MT,1.01
2210012,Huy Mai,a@hcmut.edu.vn,3,MT,2.16
2210013,Quý cô Vi Mai,a@hcmut.edu.vn,1,MT,0.15
2210014,An Phạm,a@hcmut.edu.vn,1,MT,3.87
2210015,Hương Vũ,a@hcmut.edu.vn,2,MT,1.15
2210016,Mai Mai,a@hcmut.edu.vn,2,MT,2.98
2210017,Bà Nhật Đặng,a@hcmut.edu.vn,0,MT,2.14
2210018,Khoa Vũ,a@hcmut.edu.vn,4,MT,2.6
2210019,Bác Thành Vũ,a@hcmut.edu.vn,4,MT,3.66
2210020,Vi Trần,a@hcmut.edu.vn,4,MT,2.79
2210021,Thành Đức Lê,a@hcmut.edu.vn,2,MT,3.81
2210022,Bảo Mai,a@hcmut.edu.vn,2,MT,1.97
2210023,Vũ Hoàng,a@hcmut.edu.vn,3,MT,1.31
2210024,Bà Linh Phạm,a@hcmut.edu.vn,1,MT,2.67
2210025,Hương Lê,a@hcmut.edu.vn,3,MT,2.73
2210026,Phương Lê,a@hcmut.edu.vn,3,MT,0.13
2210027,Linh Nguyễn,a@hcmut.edu.vn,0,MT,0.6
2210028,Trọng Phạm,a@hcmut.edu.vn,1,MT,2.71
2210029,Cô Lâm Hoàng,a@hcmut.edu.vn,2,MT,3.93
2210030,Bà Lan Hoàng,a@hcmut.edu.vn,1,MT,0.94
2210031,Bảo Dương,a@hcmut.edu.vn,1,MT,2.23
2210032,Cô Mai Vũ,a@hcmut.edu.vn,4,MT,2.17
2210033,Vũ Tấn Nguyễn,a@hcmut.edu.vn,2,MT,1.42
2210034,Quý cô Nhật Bùi,a@hcmut.edu.vn,4,MT,1.71
2210035,Nhật Bùi,a@hcmut.edu.vn,2,MT,0.94
2210036,Thành Phú Đặng,a@hcmut.edu.vn,0,MT,1.88
2210037,Bác Hoàng Phạm,a@hcmut.edu.vn,2,MT,3.72
2210038,Cô Duyên Nguyễn,a@hcmut.edu.vn,3,MT,3.0
2210039,Cô Linh Vũ,a@hcmut.edu.vn,3,MT,0.97
2210040,An Nguyễn,a@hcmut.edu.vn,1,MT,3.94
2210041,Thảo Hoàng,a@hcmut.edu.vn,1,MT,0.37
2210042,Cô Xuân Hoàng,a@hcmut.edu.vn,3,MT,1.76
2210043,Chi Lê,a@hcmut.edu.vn,3,MT,2.96
2210044,Chị Lâm Phạm,a@hcmut.edu.vn,1,MT,1.79
2210045,Kim Mai,a@hcmut.edu.vn,0,MT,1.21
2210046,Cô Nhật Trần,a@hcmut.edu.vn,2,MT,2.72
2210047,Phương Đức Phạm,a@hcmut.edu.vn,3,MT,2.32
2210048,Hồng Đặng,a@hcmut.edu.vn,1,MT,1.41
2210049,Bà Bảo Dương,a@hcmut.edu.vn,3,MT,0.92
2210050,Quý cô Duyên Trần,a@hcmut.edu.vn,0,MT,1.87
2210051,Bác Trọng Đặng,a@hcmut.edu.vn,1,MT,0.85
2210052,Châu Đức Lê,a@hcmut.edu.vn,3,MT,1.9
2210053,Hoàng Thế Nguyễn,a@hcmut.edu.vn,0,MT,3.21
2210054,Bà An Hoàng,a@hcmut.edu.vn,0,MT,3.18
2210055,Quý cô Nhật Đặng,a@hcmut.edu.vn,0,MT,0.32
2210056,Nhật Mai Mai,a@hcmut.edu.vn,3,MT,3.16
2210057,Nhật Dương,a@hcmut.edu.vn,4,MT,3.43
2210058,Quý cô An Vũ,a@hcmut.edu.vn,4,MT,1.68
2210059,Duyên Nguyễn,a@hcmut.edu.vn,4,MT,2.72
2210060,Bà Mai Vũ,a@hcmut.edu.vn,2,MT,3.83
2210061,Hải Đức Vũ,a@hcmut.edu.vn,1,MT,2.35
2210062,Phúc Xuân Phạm,a@hcmut.edu.vn,0,MT,2.1
2210063,Bác Khoa Đặng,a@hcmut.edu.vn,0,MT,2.8
2210064,Nhật Phú Phạm,a@hcmut.edu.vn,1,MT,3.87
2210065,Bà Thảo Trần,a@hcmut.edu.vn,0,MT,2.01
2210066,Nhật Hoàng,a@hcmut.edu.vn,4,MT,0.0
2210067,Vũ Phú Mai,a@hcmut.edu.vn,4,MT,3.01
2210068,Thành Mai Vũ,a@hcmut.edu.vn,4,MT,1.7
2210069,Thành Hoàng,a@hcmut.edu.vn,0,MT,1.35
2210070,Châu Đức Phạm,a@hcmut.edu.vn,1,MT,3.27
2210071,Phúc Trần,a@hcmut.edu.vn,3,MT,0.28
2210072,Bảo Đức Dương,a@hcmut.edu.vn,1,MT,0.55
2210073,Anh Trọng Hoàng,a@hcmut.edu.vn,1,MT,0.23
2210074,Lan Vũ,a@hcmut.edu.vn,2,MT,2.53
2210075,Lan Nguyễn,a@hcmut.edu.vn,0,MT,3.54
2210076,Thành Đức Lê,a@hcmut.edu.vn,3,MT,2.1
2210077,Minh Hoàng,a@hcmut.edu.vn,0,MT,0.36
2210078,Yến Vũ,a@hcmut.edu.vn,0,MT,2.78
2210079,Nhật Xuân Hoàng,a@hcmut.edu.vn,1,MT,2.17
2210080,Mai Trần,a@hcmut.edu.vn,4,MT,2.55
2210081,Cô Khoa Đặng,a@hcmut.edu.vn,2,MT,3.42
2210082,Khoa Bảo Trần,a@hcmut.edu.vn,2,MT,0.66
2210083,Khoa Đặng,a@hcmut.edu.vn,3,MT,1.34
2210084,Trọng Trí Vũ,a@hcmut.edu.vn,3,MT,0.86
2210085,Cô Linh Nguyễn,a@hcmut.edu.vn,1,MT,0.17
2210086,Khoa Đức Hoàng,a@hcmut.edu.vn,3,MT,0.28
2210087,Xuân Trần,a@hcmut.edu.vn,4,MT,0.6
2210088,Ánh Đặng,a@hcmut.edu.vn,3,MT,1.48
2210089,Bà Ngọc Bùi,a@hcmut.edu.vn,4,MT,2.88
2210090,Quý ông Nam Vũ,a@hcmut.edu.vn,0,MT,1.88
2210091,Quý ông Quang Lê,a@hcmut.edu.vn,3,MT,3.14
2210092,Linh Đặng,a@hcmut.edu.vn,0,MT,3.31
2210093,Mai Hoàng,a@hcmut.edu.vn,3,MT,2.58
2210094,Khoa Hữu Trần,a@hcmut.edu.vn,3,MT,1.6
2210095,Thành Hoàng,a@hcmut.edu.vn,1,MT,3.41
2210096,Bảo Bảo Hoàng,a@hcmut.edu.vn,1,MT,2.51
2210097,Yến Phạm,a@hcmut.edu.vn,1,MT,2.39
2210098,Chị Vân Lê,a@hcmut.edu.vn,1,MT,3.31
2210099,Ông Anh Hoàng,a@hcmut.edu.vn,0,MT,2.85
2210100,Bảo Thế Trần,a@hcmut.edu.vn,1,MT,3.96
2210101,Bảo Nguyễn,a@hcmut.edu.vn,2,MT,1.19
2210102,Anh Nhiên Hoàng,a@hcmut.edu.vn,0,MT,3.96
2210103,Bảo Hoàng Nguyễn,a@hcmut.edu.vn,2,MT,0.48
